"External ID","Summary","Issue Type","Description","Priority","Parent","Sprint","Story Points","Reporter","Labels","Labels","Labels","Labels","Labels","Labels"
"STY-129","FE: Role editor (permissions matrix UI)","Task","Matrix UI: rows = permissions, columns = roles. Tri-state checkboxes. Search + group.","Highest","PRX-5","Sprint 11","8","PO","fe","m10-sys-admin","dev-fe-1","prx-e4","fe","foundation"
"STY-130","FE: User create/edit form + invite flow","Task","Form with email, name, role picker. Send invite. Resend invite action.","Highest","PRX-5","Sprint 11","5","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-131","QA: Users/Roles/Permissions test cases","Task","Permission resolution. Custom-role creation. Multi-role user. Deactivated-user access.","Highest","PRX-5","Sprint 11","5","PO","qa","m10-sys-admin","qa-1","prx-e4","qa","foundation"
"STY-132","QA: Permission enforcement across M1 endpoints","Task","Validate that every M1 endpoint honours the permission matrix. ~50 check cases.","Highest","PRX-5","Sprint 11","4","PO","qa","m1-core-hris","qa-1","prx-e4","qa","foundation"
"STY-133","BE: Tenant config endpoints (branding, locale, policies)","Task","Per-tenant settings: logo URL, colors, locale, timezone, password policy, session timeout.","High","PRX-5","Sprint 12","5","PO","be","m10-sys-admin","dev-be-1","prx-e4","be","foundation"
"STY-134","BE: Org chart bulk-edit API (reorder + bulk-move)","Task","Bulk operations with dry-run. Validation for cycles + permission.","High","PRX-5","Sprint 12","5","PO","be","m10-sys-admin","dev-be-1","prx-e4","be","foundation"
"STY-135","BE: Holiday calendar management API","Task","Per-tenant + per-country calendars. CRUD holidays. Recurrence rules.","High","PRX-5","Sprint 12","3","PO","be","m10-sys-admin","dev-be-2","prx-e4","be","foundation"
"STY-136","BE: Notification template management API","Task","Admin-editable templates per event type. Variables supported. Preview endpoint.","High","PRX-5","Sprint 12","3","PO","be","m10-sys-admin","dev-be-2","prx-e4","be","foundation"
"STY-137","FE: Tenant settings page (branding + locale + policies)","Task","Sectioned settings. Preview applied branding. Save triggers config reload.","High","PRX-5","Sprint 12","8","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-138","FE: Org chart admin UI (bulk edit + dry-run preview)","Task","Admin-only view of org chart with drag-to-reorder + bulk-select. Preview before commit.","High","PRX-5","Sprint 12","8","PO","fe","m10-sys-admin","dev-fe-1","prx-e4","fe","foundation"
"STY-139","FE: Holiday calendar admin UI","Task","Calendar view with add/edit/delete. Recurrence rule builder.","High","PRX-5","Sprint 12","5","PO","fe","m10-sys-admin","dev-fe-1","prx-e4","fe","foundation"
"STY-140","FE: Notification template editor (with variable picker)","Task","Rich-text editor with variable tokens. Preview pane.","High","PRX-5","Sprint 12","5","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-141","QA: Tenant config + org admin test cases","Task","Branding roundtrip. Org bulk operations. Holiday calendar. Template preview.","High","PRX-5","Sprint 12","3","PO","qa","m10-sys-admin","qa-1","prx-e4","qa","foundation"
"STY-142","BE: Audit log search + filter + full-text API","Task","Advanced search: actor/action/target/date/keyword. Paginated. Export-safe.","High","PRX-5","Sprint 13","5","PO","be","m10-sys-admin","dev-be-1","prx-e4","be","foundation"
"STY-143","BE: Audit log export API (CSV streaming)","Task","Stream CSV for large ranges. Progress endpoint. Complete-notification email.","High","PRX-5","Sprint 13","3","PO","be","m10-sys-admin","dev-be-1","prx-e4","be","foundation"
"STY-144","BE: Integration registry API (configured integrations)","Task","List/enable/disable integrations. Per-integration config JSON stored encrypted.","High","PRX-5","Sprint 13","5","PO","be","m10-sys-admin","dev-be-2","prx-e4","be","foundation"
"STY-145","BE: Webhook configuration API + dispatcher","Task","Create webhooks for events. Signed payloads. Retry with backoff. Dead-letter queue.","High","PRX-5","Sprint 13","3","PO","be","m10-sys-admin","dev-be-2","prx-e4","be","foundation"
"STY-146","BE: API token management (create/revoke/rotate)","Task","Scoped tokens. Rotation + revoke. Tokens audit-logged.","High","PRX-5","Sprint 13","5","PO","be","m10-sys-admin","dev-be-1","prx-e4","be","foundation"
"STY-147","FE: Audit log dashboard (filters + timeline + drill-down)","Task","Filter panel + timeline + detail pane. Export action. Saved views.","High","PRX-5","Sprint 13","8","PO","fe","m10-sys-admin","dev-fe-1","prx-e4","fe","foundation"
"STY-148","FE: Integrations config page","Task","List of available integrations, per-integration connect flow, status chip.","High","PRX-5","Sprint 13","5","PO","fe","m10-sys-admin","dev-fe-1","prx-e4","fe","foundation"
"STY-149","FE: Webhook configuration UI","Task","Create webhook: event types, URL, signing key. Test-fire action. Delivery log.","High","PRX-5","Sprint 13","5","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-150","FE: API token management UI","Task","List tokens with scope + last-used. Create modal shows token once. Revoke action.","High","PRX-5","Sprint 13","3","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-151","QA: Audit + integrations + webhooks test cases","Task","Audit export integrity. Webhook delivery + retry. Token scope enforcement.","High","PRX-5","Sprint 13","3","PO","qa","m10-sys-admin","qa-1","prx-e4","qa","foundation"
"STY-152","BE: Security review fixes — round 1 (OWASP top 10)","Task","Address findings from internal review. SQL-i, XSS, auth, crypto.","Highest","PRX-5","Sprint 14","8","PO","be","platform","dev-be-1","prx-e4","be","platform"
"STY-153","BE: Performance tuning — hot endpoints + caching","Task","Cache layer for reads. Index tuning. p95 SLOs verified post-fix.","High","PRX-5","Sprint 14","8","PO","be","platform","dev-be-2","prx-e4","be","platform"
"STY-154","FE: Bundle size optimization + tree-shaking audit","Task","Analyse bundle. Remove unused deps. Dynamic import heavy routes.","High","PRX-5","Sprint 14","5","PO","fe","platform","dev-fe-1","prx-e4","fe","platform"
"STY-155","FE: Lazy-loading + route-level code-splitting","Task","Split M1 and M10 into separate bundles. Prefetch on idle.","High","PRX-5","Sprint 14","5","PO","fe","platform","dev-fe-1","prx-e4","fe","platform"
"STY-156","FE: Accessibility (a11y) pass — M1","Task","WCAG 2.1 AA: keyboard nav, screen reader, contrast. Log tickets.","Highest","PRX-5","Sprint 14","5","PO","fe","m1-core-hris","dev-fe-2","prx-e4","fe","foundation"
"STY-157","FE: Accessibility (a11y) pass — M10","Task","Same scope for M10.","Highest","PRX-5","Sprint 14","5","PO","fe","m10-sys-admin","dev-fe-2","prx-e4","fe","foundation"
"STY-158","QA: Full regression run round 1 + defect report","Task","Full automated + manual regression. Burn-down plan for any reds.","Highest","PRX-5","Sprint 14","8","PO","qa","platform","qa-1","prx-e4","qa","platform"
"STY-159","DEVOPS: Staging perf baseline + SLO report","Task","Run perf suite in staging. Compare to SLOs. Gate decision for P5.","High","PRX-5","Sprint 14","3","PO","devops","platform","dev-be-2","prx-e4","devops","platform"
"STY-160","BE: Load testing scenarios + k6 scripts","Task","Design: steady load, spike, soak, stress. Scripts per scenario. Baseline captured.","Highest","PRX-6","Sprint 15","5","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-161","BE: Load-test fixes + scaling policy tuning","Task","Address bottlenecks from load run. HPA tuning. Connection-pool sizing.","Highest","PRX-6","Sprint 15","5","PO","be","platform","dev-be-2","prx-e5","be","platform"
"STY-162","BE: Security scan fixes (OWASP + CVE backlog)","Task","All critical + high findings resolved. Report archived.","Highest","PRX-6","Sprint 15","8","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-163","BE: Secrets rotation + vault setup","Task","All secrets in vault. Rotation policy documented. No hardcoded secrets.","Highest","PRX-6","Sprint 15","5","PO","be","platform","dev-be-2","prx-e5","be","platform"
"STY-164","BE: DR backup + restore testing","Task","Full restore drill from backup into clean env. Documented RTO/RPO.","Highest","PRX-6","Sprint 15","5","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-165","FE: XSS/CSRF hardening audit","Task","Audit render paths. Content-Security-Policy + SameSite cookies + CSRF tokens.","Highest","PRX-6","Sprint 15","5","PO","fe","platform","dev-fe-1","prx-e5","fe","platform"
"STY-166","FE: CSP headers + SRI for external scripts","Task","CSP tuned to production needs. SRI for any CDN-loaded scripts.","High","PRX-6","Sprint 15","3","PO","fe","platform","dev-fe-2","prx-e5","fe","platform"
"STY-167","DEVOPS: DR runbook + full DR drill","Task","Runbook published. Full drill executed. Lessons captured.","Highest","PRX-6","Sprint 15","5","PO","devops","platform","dev-be-2","prx-e5","devops","platform"
"STY-168","QA: Load-test results + signoff report","Task","Report to TL+PO with SLO compliance. Sign-off gate.","Highest","PRX-6","Sprint 15","3","PO","qa","platform","qa-1","prx-e5","qa","platform"
"STY-169","BE: Pen-test fixes — critical severity","Task","Address all critical findings from pen-test report. Re-test gate.","Highest","PRX-6","Sprint 16","8","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-170","BE: Pen-test fixes — major severity","Task","Address all major findings. Re-test.","Highest","PRX-6","Sprint 16","5","PO","be","platform","dev-be-2","prx-e5","be","platform"
"STY-171","BE: Pen-test fixes — minor + hardening","Task","Address minor findings + defence-in-depth extras.","High","PRX-6","Sprint 16","3","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-172","BE: Data migration script — employees","Task","Script ingest from legacy/source system. Dry-run mode. Validation report.","Highest","PRX-6","Sprint 16","5","PO","be","m1-core-hris","dev-be-2","prx-e5","be","foundation"
"STY-173","BE: Data migration script — org structure + positions","Task","Same as above for org/positions. Reference mapping preserved.","Highest","PRX-6","Sprint 16","3","PO","be","m1-core-hris","dev-be-2","prx-e5","be","foundation"
"STY-174","BE: Data migration script — contracts + documents","Task","Same as above. Document upload batching. ACL preserved.","Highest","PRX-6","Sprint 16","3","PO","be","m1-core-hris","dev-be-1","prx-e5","be","foundation"
"STY-175","BE: Data migration dry-run 1 (staging)","Task","Full dry-run in staging with anonymized prod extract. Defect list.","Highest","PRX-6","Sprint 16","5","PO","be","platform","dev-be-2","prx-e5","be","platform"
"STY-176","BE: Data migration dry-run 2 (staging, post-fix)","Task","Second dry-run after dry-run-1 fixes. Target: zero-defect.","Highest","PRX-6","Sprint 16","5","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-177","QA: Pen-test fix verification","Task","Verify every pen-test finding is closed. Re-test in dry-run env.","Highest","PRX-6","Sprint 16","5","PO","qa","platform","qa-1","prx-e5","qa","platform"
"STY-178","QA: Migration dry-run verification + checksums","Task","Row counts, checksums, referential integrity. Report to PO.","Highest","PRX-6","Sprint 16","3","PO","qa","platform","qa-1","prx-e5","qa","platform"
"STY-179","PO: UAT scenarios drafted (happy + edge paths)","Task","~30 scenarios covering key workflows. Signed off with HR Ops.","Highest","PRX-6","Sprint 17","5","PO","po","platform","po","prx-e5","po","qa"
"STY-180","PO: UAT test data prepared (anonymized + seeded)","Task","Seeded accounts + test users + happy data. Credentials pack for UAT users.","Highest","PRX-6","Sprint 17","3","PO","po","platform","po","prx-e5","po","qa"
"STY-181","PO: UAT stakeholder onboarding session","Task","1-hour session walking UAT users through scope + tools + defect reporting.","Highest","PRX-6","Sprint 17","3","PO","po","platform","po","prx-e5","po",""
"STY-182","QA: UAT test plan (scoring rubric + defect flow)","Task","Plan: scope, entry/exit criteria, defect flow, reporting cadence.","Highest","PRX-6","Sprint 17","5","PO","qa","platform","qa-1","prx-e5","qa","platform"
"STY-183","QA: UAT environment smoke test + seeding","Task","UAT env ready. All scenarios run smoke once. Fixtures loaded.","Highest","PRX-6","Sprint 17","3","PO","qa","platform","qa-1","prx-e5","qa","platform"
"STY-184","BE: Hotfix pipeline + feature-flag framework","Task","Separate hotfix branch + pipeline. Feature flags for risky toggles.","High","PRX-6","Sprint 17","5","PO","be","platform","dev-be-1","prx-e5","be","platform"
"STY-185","FE: In-app help + user guide content (embedded)","Task","Contextual help tooltips + link to guide page. Content drafted with PO.","High","PRX-6","Sprint 17","3","PO","fe","platform","dev-fe-1","prx-e5","fe","platform"
"STY-186","DEVOPS: Production environment hardening","Task","TLS + WAF + DDoS + WAF rules. Backup + monitoring + on-call paging. RTO/RPO verified.","Highest","PRX-6","Sprint 17","3","PO","devops","platform","dev-be-2","prx-e5","devops","platform"
"STY-187","QA: UAT round 1 — execution + defect intake","Task","Run all scenarios with UAT users. Log defects daily. Triage twice-daily.","Highest","PRX-7","Sprint 18","5","PO","qa","platform","qa-1","prx-e6","qa","platform"
"STY-188","QA: UAT round 1 — defect triage + assignment","Task","Triage with TL+PO. Severity + priority. Assign to sprint.","Highest","PRX-7","Sprint 18","5","PO","qa","platform","qa-1","prx-e6","qa","platform"
"STY-189","BE: UAT round 1 — fixes backlog burndown","Task","Absorb top-priority defects into sprint. Fix + deploy hotfix pipeline.","Highest","PRX-7","Sprint 18","8","PO","be","platform","dev-be-1","prx-e6","be","platform"
"STY-190","FE: UAT round 1 — fixes backlog burndown","Task","Same for FE defects.","Highest","PRX-7","Sprint 18","8","PO","fe","platform","dev-fe-1","prx-e6","fe","platform"
"STY-191","PO: Stakeholder feedback synthesis + go/no-go R1","Task","Synthesize qualitative feedback. Decision: proceed to R2 or pause.","Highest","PRX-7","Sprint 18","3","PO","po","platform","po","prx-e6","po","uat"
"STY-192","DES: UX tweaks from UAT — high-impact only","Task","Urgent UX tweaks identified from R1. Capped at low-effort changes.","High","PRX-7","Sprint 18","1","PO","des","platform","des-1","prx-e6","design","uat"
"STY-193","QA: UAT round 2 — execution + regression","Task","Re-run scenarios post-R1 fixes. Add new scenarios identified in R1.","Highest","PRX-7","Sprint 19","5","PO","qa","platform","qa-1","prx-e6","qa","platform"
"STY-194","BE: UAT round 2 — fixes","Task","Absorb R2 defect backlog.","Highest","PRX-7","Sprint 19","5","PO","be","platform","dev-be-2","prx-e6","be","platform"
"STY-195","FE: UAT round 2 — fixes","Task","Same for FE.","Highest","PRX-7","Sprint 19","5","PO","fe","platform","dev-fe-2","prx-e6","fe","platform"
"STY-196","PO: Training content — admin users (M10)","Task","Admin training deck + video walkthroughs. Reviewed by Sabry + HR Ops.","High","PRX-7","Sprint 19","5","PO","po","platform","po","prx-e6","po","training"
"STY-197","PO: Training content — end users (M1)","Task","End-user quick-start + deep-dive content. Printable + web format.","High","PRX-7","Sprint 19","5","PO","po","platform","po","prx-e6","po","training"
"STY-198","DES: Training visuals (screenshots + diagrams)","Task","Brand-compliant visuals for training materials.","High","PRX-7","Sprint 19","3","PO","des","platform","des-1","prx-e6","design","training"
"STY-199","PO: Training pilot session (dry run)","Task","Dry-run training with 5 pilot users. Feedback → content tweaks.","High","PRX-7","Sprint 19","2","PO","po","platform","po","prx-e6","po","training"
"STY-200","QA: UAT round 3 — final regression + acceptance","Task","Final regression. UAT sign-off gate. Residual-defect list.","Highest","PRX-7","Sprint 20","5","PO","qa","platform","qa-1","prx-e6","qa","platform"
"STY-201","BE: UAT round 3 — final fixes","Task","Only P0/P1 defects in scope. Everything else moves to backlog.","Highest","PRX-7","Sprint 20","5","PO","be","platform","dev-be-1","prx-e6","be","platform"
"STY-202","FE: UAT round 3 — final fixes","Task","Same for FE.","Highest","PRX-7","Sprint 20","5","PO","fe","platform","dev-fe-1","prx-e6","fe","platform"
"STY-203","DEVOPS: Cutover rehearsal 1 (staging-as-prod)","Task","Full rehearsal in staging mimicking prod scale. Timed. Runbook refined.","Highest","PRX-7","Sprint 20","5","PO","devops","platform","dev-be-2","prx-e6","devops","platform"
"STY-204","DEVOPS: Cutover rehearsal 2 (full team)","Task","Second rehearsal with full team participation. Final runbook + rollback plan.","Highest","PRX-7","Sprint 20","5","PO","devops","platform","dev-be-2","prx-e6","devops","platform"
"STY-205","QA: Final regression run + exit-criteria report","Task","Automated regression green. Manual smoke complete. Exit-criteria report to PO.","Highest","PRX-7","Sprint 20","3","PO","qa","platform","qa-1","prx-e6","qa","platform"
"STY-206","PO: Go/no-go readiness review","Task","Review with steerco. Go/no-go decision for 14-Mar go-live.","Highest","PRX-7","Sprint 20","2","PO","po","platform","po","prx-e6","po",""
"STY-207","BE: Last-mile fixes + production config freeze","Task","Final P0 bugs. Production config reviewed + frozen.","Highest","PRX-8","Sprint 21","5","PO","be","platform","dev-be-1","prx-e7","be","platform"
"STY-208","FE: Last-mile fixes + production build verified","Task","Final P0 UI bugs. Production build tested end-to-end.","Highest","PRX-8","Sprint 21","5","PO","fe","platform","dev-fe-1","prx-e7","fe","platform"
"STY-209","DEVOPS: Production deployment checklist","Task","Step-by-step deploy checklist. All owners named. Comms plan attached.","Highest","PRX-8","Sprint 21","3","PO","devops","platform","dev-be-2","prx-e7","devops","platform"
"STY-210","DEVOPS: Rollback plan + rehearsal","Task","Document rollback to previous state. Rehearse rollback in staging. Timed.","Highest","PRX-8","Sprint 21","5","PO","devops","platform","dev-be-2","prx-e7","devops","platform"
"STY-211","PO: Go-live comms plan (internal + external)","Task","Internal announcement + customer-facing comms. Scheduled sends.","High","PRX-8","Sprint 21","3","PO","po","platform","po","prx-e7","po","cutover"
"STY-212","PO: Day-1 support war-room setup (rota + channels)","Task","On-call rota, war-room channel, escalation matrix, status-page plan.","Highest","PRX-8","Sprint 21","2","PO","po","platform","po","prx-e7","po","cutover"
"STY-213","QA: Final smoke test suite (go/no-go gate)","Task","Critical-path smoke suite. Run against prod post-deploy.","Highest","PRX-8","Sprint 21","2","PO","qa","platform","qa-1","prx-e7","qa","platform"
"STY-214","DEVOPS: Production cutover — execute deployment","Task","Execute checklist on 14-Mar. All-hands war-room. Real-time comms.","Highest","PRX-8","Sprint 22","8","PO","devops","platform","dev-be-2","prx-e7","devops","platform"
"STY-215","DEVOPS: DNS + traffic cutover","Task","DNS flip + traffic verified. Cache warmed. Watch dashboards.","Highest","PRX-8","Sprint 22","3","PO","devops","platform","dev-be-1","prx-e7","devops","platform"
"STY-216","QA: Post-cutover smoke tests (prod)","Task","Full smoke in prod. Any red = immediate escalation.","Highest","PRX-8","Sprint 22","3","PO","qa","platform","qa-1","prx-e7","qa","platform"
"STY-217","BE: Day-1 hotfix support (on-call)","Task","On-call rota. Respond to P0 within 15 min, P1 within 2 h.","Highest","PRX-8","Sprint 22","5","PO","be","platform","dev-be-1","prx-e7","be","platform"
"STY-218","FE: Day-1 hotfix support (on-call)","Task","Same for FE.","Highest","PRX-8","Sprint 22","3","PO","fe","platform","dev-fe-1","prx-e7","fe","platform"
"STY-219","PO: Go-live retrospective (what went well / improve)","Task","Retro with full team + stakeholders. Lessons logged + fed into Phase-2 plan.","High","PRX-8","Sprint 22","3","PO","po","platform","po","prx-e7","po","retro"
