"External ID","Summary","Issue Type","Parent ID","Assignee","Original Estimate","Labels"
"SUB-257","Unit + integration tests — lifecycle_events table + API (hire/promote/transfer/terminat","Subtask","STY-098","DEV-BE-1","4h","sub"
"SUB-258","Schema/migration — Approvals data model (workflows, steps, history)","Subtask","STY-099","DEV-BE-2","4h","sub"
"SUB-259","Implementation — Approvals data model (workflows, steps, history)","Subtask","STY-099","DEV-BE-2","10h","sub"
"SUB-260","Unit + integration tests — Approvals data model (workflows, steps, history)","Subtask","STY-099","DEV-BE-2","4h","sub"
"SUB-261","Schema/migration — Approval engine — state transitions","Subtask","STY-100","DEV-BE-1","4h","sub"
"SUB-262","Implementation — Approval engine — state transitions","Subtask","STY-100","DEV-BE-1","16h","sub"
"SUB-263","Unit + integration tests — Approval engine — state transitions","Subtask","STY-100","DEV-BE-1","4h","sub"
"SUB-264","Schema/migration — Notifications service + email templates","Subtask","STY-101","DEV-BE-2","4h","sub"
"SUB-265","Implementation — Notifications service + email templates","Subtask","STY-101","DEV-BE-2","10h","sub"
"SUB-266","Unit + integration tests — Notifications service + email templates","Subtask","STY-101","DEV-BE-2","4h","sub"
"SUB-267","Schema/migration — Approval audit trail + SLA metrics","Subtask","STY-102","DEV-BE-2","4h","sub"
"SUB-268","Implementation — Approval audit trail + SLA metrics","Subtask","STY-102","DEV-BE-2","8h","sub"
"SUB-269","Unit + integration tests — Approval audit trail + SLA metrics","Subtask","STY-102","DEV-BE-2","4h","sub"
"SUB-270","Component/page build — Lifecycle event timeline component","Subtask","STY-103","DEV-FE-1","10h","sub"
"SUB-271","State wiring + form validation — Lifecycle event timeline component","Subtask","STY-103","DEV-FE-1","4h","sub"
"SUB-272","E2E + a11y pass — Lifecycle event timeline component","Subtask","STY-103","DEV-FE-1","3h","sub"
"SUB-273","Component/page build — Lifecycle event create wizard (promote/transfer)","Subtask","STY-104","DEV-FE-1","16h","sub"
"SUB-274","State wiring + form validation — Lifecycle event create wizard (promote/transfer)","Subtask","STY-104","DEV-FE-1","4h","sub"
"SUB-275","E2E + a11y pass — Lifecycle event create wizard (promote/transfer)","Subtask","STY-104","DEV-FE-1","3h","sub"
"SUB-276","Component/page build — Approvals inbox page (pending + completed)","Subtask","STY-105","DEV-FE-2","10h","sub"
"SUB-277","State wiring + form validation — Approvals inbox page (pending + completed)","Subtask","STY-105","DEV-FE-2","4h","sub"
"SUB-278","E2E + a11y pass — Approvals inbox page (pending + completed)","Subtask","STY-105","DEV-FE-2","3h","sub"
"SUB-279","Component/page build — Approval detail page + approve/reject action","Subtask","STY-106","DEV-FE-2","10h","sub"
"SUB-280","State wiring + form validation — Approval detail page + approve/reject action","Subtask","STY-106","DEV-FE-2","4h","sub"
"SUB-281","E2E + a11y pass — Approval detail page + approve/reject action","Subtask","STY-106","DEV-FE-2","3h","sub"
"SUB-282","Component/page build — Notifications UI (bell icon + dropdown + mark-read)","Subtask","STY-107","DEV-FE-2","8h","sub"
"SUB-283","State wiring + form validation — Notifications UI (bell icon + dropdown + mark-read)","Subtask","STY-107","DEV-FE-2","4h","sub"
"SUB-284","E2E + a11y pass — Notifications UI (bell icon + dropdown + mark-read)","Subtask","STY-107","DEV-FE-2","3h","sub"
"SUB-285","Test plan + cases — Lifecycle events test cases","Subtask","STY-108","QA-1","4h","sub"
"SUB-286","Automation scripts — Lifecycle events test cases","Subtask","STY-108","QA-1","10h","sub"
"SUB-287","Test plan + cases — Approvals test cases + SLA scenarios","Subtask","STY-109","QA-1","4h","sub"
"SUB-288","Automation scripts — Approvals test cases + SLA scenarios","Subtask","STY-109","QA-1","8h","sub"
"SUB-289","Schema/migration — Query performance tuning + indexes review","Subtask","STY-110","DEV-BE-1","4h","sub"
"SUB-290","Implementation — Query performance tuning + indexes review","Subtask","STY-110","DEV-BE-1","10h","sub"
"SUB-291","Unit + integration tests — Query performance tuning + indexes review","Subtask","STY-110","DEV-BE-1","4h","sub"
"SUB-292","Schema/migration — API rate limiting + throttling per tenant","Subtask","STY-111","DEV-BE-1","4h","sub"
"SUB-293","Implementation — API rate limiting + throttling per tenant","Subtask","STY-111","DEV-BE-1","8h","sub"
"SUB-294","Unit + integration tests — API rate limiting + throttling per tenant","Subtask","STY-111","DEV-BE-1","4h","sub"
"SUB-295","Schema/migration — Bulk import API (employees CSV)","Subtask","STY-112","DEV-BE-2","4h","sub"
"SUB-296","Implementation — Bulk import API (employees CSV)","Subtask","STY-112","DEV-BE-2","10h","sub"
"SUB-297","Unit + integration tests — Bulk import API (employees CSV)","Subtask","STY-112","DEV-BE-2","4h","sub"
"SUB-298","Schema/migration — Export API (employees, contracts, org)","Subtask","STY-113","DEV-BE-2","4h","sub"
"SUB-299","Implementation — Export API (employees, contracts, org)","Subtask","STY-113","DEV-BE-2","8h","sub"
"SUB-300","Unit + integration tests — Export API (employees, contracts, org)","Subtask","STY-113","DEV-BE-2","4h","sub"
"SUB-301","Schema/migration — M10 admin scaffolding (users, roles, permissions routes)","Subtask","STY-114","DEV-BE-2","4h","sub"
"SUB-302","Implementation — M10 admin scaffolding (users, roles, permissions routes)","Subtask","STY-114","DEV-BE-2","10h","sub"
"SUB-303","Unit + integration tests — M10 admin scaffolding (users, roles, permissions routes)","Subtask","STY-114","DEV-BE-2","4h","sub"
"SUB-304","Component/page build — Bulk import wizard UI (upload → map → validate → commit)","Subtask","STY-115","DEV-FE-1","10h","sub"
"SUB-305","State wiring + form validation — Bulk import wizard UI (upload → map → validate → commit)","Subtask","STY-115","DEV-FE-1","4h","sub"
"SUB-306","E2E + a11y pass — Bulk import wizard UI (upload → map → validate → commit)","Subtask","STY-115","DEV-FE-1","3h","sub"
"SUB-307","Component/page build — Export UI (field selector + format picker)","Subtask","STY-116","DEV-FE-1","10h","sub"
"SUB-308","State wiring + form validation — Export UI (field selector + format picker)","Subtask","STY-116","DEV-FE-1","4h","sub"
"SUB-309","E2E + a11y pass — Export UI (field selector + format picker)","Subtask","STY-116","DEV-FE-1","3h","sub"
"SUB-310","Component/page build — Employee profile enhancements (avatar upload + photo crop)","Subtask","STY-117","DEV-FE-2","10h","sub"
"SUB-311","State wiring + form validation — Employee profile enhancements (avatar upload + photo crop)","Subtask","STY-117","DEV-FE-2","4h","sub"
"SUB-312","E2E + a11y pass — Employee profile enhancements (avatar upload + photo crop)","Subtask","STY-117","DEV-FE-2","3h","sub"
"SUB-313","Component/page build — Advanced search + saved filters","Subtask","STY-118","DEV-FE-2","10h","sub"
"SUB-314","State wiring + form validation — Advanced search + saved filters","Subtask","STY-118","DEV-FE-2","4h","sub"
"SUB-315","E2E + a11y pass — Advanced search + saved filters","Subtask","STY-118","DEV-FE-2","3h","sub"
"SUB-316","Component/page build — Home dashboard widgets (stats + recent events)","Subtask","STY-119","DEV-FE-1","10h","sub"
"SUB-317","State wiring + form validation — Home dashboard widgets (stats + recent events)","Subtask","STY-119","DEV-FE-1","4h","sub"
"SUB-318","E2E + a11y pass — Home dashboard widgets (stats + recent events)","Subtask","STY-119","DEV-FE-1","3h","sub"
"SUB-319","Component/page build — M10 admin shell scaffolding (routes + empty pages)","Subtask","STY-120","DEV-FE-2","8h","sub"
"SUB-320","State wiring + form validation — M10 admin shell scaffolding (routes + empty pages)","Subtask","STY-120","DEV-FE-2","4h","sub"
"SUB-321","E2E + a11y pass — M10 admin shell scaffolding (routes + empty pages)","Subtask","STY-120","DEV-FE-2","3h","sub"
"SUB-322","Test plan + cases — M1 full regression test suite + automation run","Subtask","STY-121","QA-1","4h","sub"
"SUB-323","Automation scripts — M1 full regression test suite + automation run","Subtask","STY-121","QA-1","16h","sub"
"SUB-324","Test plan + cases — Performance test baseline (k6 scenarios)","Subtask","STY-122","QA-1","4h","sub"
"SUB-325","Automation scripts — Performance test baseline (k6 scenarios)","Subtask","STY-122","QA-1","10h","sub"
"SUB-326","Figma build — M1 visual QA pass + polish tickets","Subtask","STY-123","DES-1","6h","sub"
"SUB-327","Review + handoff — M1 visual QA pass + polish tickets","Subtask","STY-123","DES-1","2h","sub"
"SUB-328","Schema/migration — Users admin CRUD API (invite/activate/deactivate)","Subtask","STY-124","DEV-BE-1","4h","sub"
"SUB-329","Implementation — Users admin CRUD API (invite/activate/deactivate)","Subtask","STY-124","DEV-BE-1","10h","sub"
"SUB-330","Unit + integration tests — Users admin CRUD API (invite/activate/deactivate)","Subtask","STY-124","DEV-BE-1","4h","sub"
"SUB-331","Schema/migration — Roles CRUD API + default roles seed","Subtask","STY-125","DEV-BE-1","4h","sub"
"SUB-332","Implementation — Roles CRUD API + default roles seed","Subtask","STY-125","DEV-BE-1","10h","sub"
"SUB-333","Unit + integration tests — Roles CRUD API + default roles seed","Subtask","STY-125","DEV-BE-1","4h","sub"
"SUB-334","Schema/migration — Permissions matrix API (permissions × roles)","Subtask","STY-126","DEV-BE-1","4h","sub"
"SUB-335","Implementation — Permissions matrix API (permissions × roles)","Subtask","STY-126","DEV-BE-1","10h","sub"
"SUB-336","Unit + integration tests — Permissions matrix API (permissions × roles)","Subtask","STY-126","DEV-BE-1","4h","sub"
"SUB-337","Schema/migration — User-role assignment API (multi-role)","Subtask","STY-127","DEV-BE-2","4h","sub"
"SUB-338","Implementation — User-role assignment API (multi-role)","Subtask","STY-127","DEV-BE-2","8h","sub"
"SUB-339","Unit + integration tests — User-role assignment API (multi-role)","Subtask","STY-127","DEV-BE-2","4h","sub"
"SUB-340","Component/page build — Users admin list + detail pages","Subtask","STY-128","DEV-FE-1","10h","sub"
"SUB-341","State wiring + form validation — Users admin list + detail pages","Subtask","STY-128","DEV-FE-1","4h","sub"
"SUB-342","E2E + a11y pass — Users admin list + detail pages","Subtask","STY-128","DEV-FE-1","3h","sub"
"SUB-343","Component/page build — Role editor (permissions matrix UI)","Subtask","STY-129","DEV-FE-1","16h","sub"
"SUB-344","State wiring + form validation — Role editor (permissions matrix UI)","Subtask","STY-129","DEV-FE-1","4h","sub"
"SUB-345","E2E + a11y pass — Role editor (permissions matrix UI)","Subtask","STY-129","DEV-FE-1","3h","sub"
"SUB-346","Component/page build — User create/edit form + invite flow","Subtask","STY-130","DEV-FE-2","10h","sub"
"SUB-347","State wiring + form validation — User create/edit form + invite flow","Subtask","STY-130","DEV-FE-2","4h","sub"
"SUB-348","E2E + a11y pass — User create/edit form + invite flow","Subtask","STY-130","DEV-FE-2","3h","sub"
"SUB-349","Test plan + cases — Users/Roles/Permissions test cases","Subtask","STY-131","QA-1","4h","sub"
"SUB-350","Automation scripts — Users/Roles/Permissions test cases","Subtask","STY-131","QA-1","10h","sub"
"SUB-351","Test plan + cases — Permission enforcement across M1 endpoints","Subtask","STY-132","QA-1","4h","sub"
"SUB-352","Automation scripts — Permission enforcement across M1 endpoints","Subtask","STY-132","QA-1","8h","sub"
"SUB-353","Schema/migration — Tenant config endpoints (branding, locale, policies)","Subtask","STY-133","DEV-BE-1","4h","sub"
"SUB-354","Implementation — Tenant config endpoints (branding, locale, policies)","Subtask","STY-133","DEV-BE-1","10h","sub"
"SUB-355","Unit + integration tests — Tenant config endpoints (branding, locale, policies)","Subtask","STY-133","DEV-BE-1","4h","sub"
"SUB-356","Schema/migration — Org chart bulk-edit API (reorder + bulk-move)","Subtask","STY-134","DEV-BE-1","4h","sub"
"SUB-357","Implementation — Org chart bulk-edit API (reorder + bulk-move)","Subtask","STY-134","DEV-BE-1","10h","sub"
"SUB-358","Unit + integration tests — Org chart bulk-edit API (reorder + bulk-move)","Subtask","STY-134","DEV-BE-1","4h","sub"
"SUB-359","Schema/migration — Holiday calendar management API","Subtask","STY-135","DEV-BE-2","4h","sub"
"SUB-360","Implementation — Holiday calendar management API","Subtask","STY-135","DEV-BE-2","8h","sub"
"SUB-361","Unit + integration tests — Holiday calendar management API","Subtask","STY-135","DEV-BE-2","4h","sub"
"SUB-362","Schema/migration — Notification template management API","Subtask","STY-136","DEV-BE-2","4h","sub"
"SUB-363","Implementation — Notification template management API","Subtask","STY-136","DEV-BE-2","8h","sub"
"SUB-364","Unit + integration tests — Notification template management API","Subtask","STY-136","DEV-BE-2","4h","sub"
"SUB-365","Component/page build — Tenant settings page (branding + locale + policies)","Subtask","STY-137","DEV-FE-2","16h","sub"
"SUB-366","State wiring + form validation — Tenant settings page (branding + locale + policies)","Subtask","STY-137","DEV-FE-2","4h","sub"
"SUB-367","E2E + a11y pass — Tenant settings page (branding + locale + policies)","Subtask","STY-137","DEV-FE-2","3h","sub"
"SUB-368","Component/page build — Org chart admin UI (bulk edit + dry-run preview)","Subtask","STY-138","DEV-FE-1","16h","sub"
"SUB-369","State wiring + form validation — Org chart admin UI (bulk edit + dry-run preview)","Subtask","STY-138","DEV-FE-1","4h","sub"
"SUB-370","E2E + a11y pass — Org chart admin UI (bulk edit + dry-run preview)","Subtask","STY-138","DEV-FE-1","3h","sub"
"SUB-371","Component/page build — Holiday calendar admin UI","Subtask","STY-139","DEV-FE-1","10h","sub"
"SUB-372","State wiring + form validation — Holiday calendar admin UI","Subtask","STY-139","DEV-FE-1","4h","sub"
"SUB-373","E2E + a11y pass — Holiday calendar admin UI","Subtask","STY-139","DEV-FE-1","3h","sub"
"SUB-374","Component/page build — Notification template editor (with variable picker)","Subtask","STY-140","DEV-FE-2","10h","sub"
"SUB-375","State wiring + form validation — Notification template editor (with variable picker)","Subtask","STY-140","DEV-FE-2","4h","sub"
"SUB-376","E2E + a11y pass — Notification template editor (with variable picker)","Subtask","STY-140","DEV-FE-2","3h","sub"
"SUB-377","Test plan + cases — Tenant config + org admin test cases","Subtask","STY-141","QA-1","4h","sub"
"SUB-378","Automation scripts — Tenant config + org admin test cases","Subtask","STY-141","QA-1","6h","sub"
"SUB-379","Schema/migration — Audit log search + filter + full-text API","Subtask","STY-142","DEV-BE-1","4h","sub"
"SUB-380","Implementation — Audit log search + filter + full-text API","Subtask","STY-142","DEV-BE-1","10h","sub"
"SUB-381","Unit + integration tests — Audit log search + filter + full-text API","Subtask","STY-142","DEV-BE-1","4h","sub"
"SUB-382","Schema/migration — Audit log export API (CSV streaming)","Subtask","STY-143","DEV-BE-1","4h","sub"
"SUB-383","Implementation — Audit log export API (CSV streaming)","Subtask","STY-143","DEV-BE-1","8h","sub"
"SUB-384","Unit + integration tests — Audit log export API (CSV streaming)","Subtask","STY-143","DEV-BE-1","4h","sub"
"SUB-385","Schema/migration — Integration registry API (configured integrations)","Subtask","STY-144","DEV-BE-2","4h","sub"
"SUB-386","Implementation — Integration registry API (configured integrations)","Subtask","STY-144","DEV-BE-2","10h","sub"
"SUB-387","Unit + integration tests — Integration registry API (configured integrations)","Subtask","STY-144","DEV-BE-2","4h","sub"
"SUB-388","Schema/migration — Webhook configuration API + dispatcher","Subtask","STY-145","DEV-BE-2","4h","sub"
"SUB-389","Implementation — Webhook configuration API + dispatcher","Subtask","STY-145","DEV-BE-2","8h","sub"
"SUB-390","Unit + integration tests — Webhook configuration API + dispatcher","Subtask","STY-145","DEV-BE-2","4h","sub"
"SUB-391","Schema/migration — API token management (create/revoke/rotate)","Subtask","STY-146","DEV-BE-1","4h","sub"
"SUB-392","Implementation — API token management (create/revoke/rotate)","Subtask","STY-146","DEV-BE-1","10h","sub"
"SUB-393","Unit + integration tests — API token management (create/revoke/rotate)","Subtask","STY-146","DEV-BE-1","4h","sub"
"SUB-394","Component/page build — Audit log dashboard (filters + timeline + drill-down)","Subtask","STY-147","DEV-FE-1","16h","sub"
"SUB-395","State wiring + form validation — Audit log dashboard (filters + timeline + drill-down)","Subtask","STY-147","DEV-FE-1","4h","sub"
"SUB-396","E2E + a11y pass — Audit log dashboard (filters + timeline + drill-down)","Subtask","STY-147","DEV-FE-1","3h","sub"
"SUB-397","Component/page build — Integrations config page","Subtask","STY-148","DEV-FE-1","10h","sub"
"SUB-398","State wiring + form validation — Integrations config page","Subtask","STY-148","DEV-FE-1","4h","sub"
"SUB-399","E2E + a11y pass — Integrations config page","Subtask","STY-148","DEV-FE-1","3h","sub"
"SUB-400","Component/page build — Webhook configuration UI","Subtask","STY-149","DEV-FE-2","10h","sub"
"SUB-401","State wiring + form validation — Webhook configuration UI","Subtask","STY-149","DEV-FE-2","4h","sub"
"SUB-402","E2E + a11y pass — Webhook configuration UI","Subtask","STY-149","DEV-FE-2","3h","sub"
"SUB-403","Component/page build — API token management UI","Subtask","STY-150","DEV-FE-2","8h","sub"
"SUB-404","State wiring + form validation — API token management UI","Subtask","STY-150","DEV-FE-2","4h","sub"
"SUB-405","E2E + a11y pass — API token management UI","Subtask","STY-150","DEV-FE-2","3h","sub"
"SUB-406","Test plan + cases — Audit + integrations + webhooks test cases","Subtask","STY-151","QA-1","4h","sub"
"SUB-407","Automation scripts — Audit + integrations + webhooks test cases","Subtask","STY-151","QA-1","6h","sub"
"SUB-408","Schema/migration — Security review fixes — round 1 (OWASP top 10)","Subtask","STY-152","DEV-BE-1","4h","sub"
"SUB-409","Implementation — Security review fixes — round 1 (OWASP top 10)","Subtask","STY-152","DEV-BE-1","16h","sub"
"SUB-410","Unit + integration tests — Security review fixes — round 1 (OWASP top 10)","Subtask","STY-152","DEV-BE-1","4h","sub"
"SUB-411","Schema/migration — Performance tuning — hot endpoints + caching","Subtask","STY-153","DEV-BE-2","4h","sub"
"SUB-412","Implementation — Performance tuning — hot endpoints + caching","Subtask","STY-153","DEV-BE-2","16h","sub"
"SUB-413","Unit + integration tests — Performance tuning — hot endpoints + caching","Subtask","STY-153","DEV-BE-2","4h","sub"
"SUB-414","Component/page build — Bundle size optimization + tree-shaking audit","Subtask","STY-154","DEV-FE-1","10h","sub"
"SUB-415","State wiring + form validation — Bundle size optimization + tree-shaking audit","Subtask","STY-154","DEV-FE-1","4h","sub"
"SUB-416","E2E + a11y pass — Bundle size optimization + tree-shaking audit","Subtask","STY-154","DEV-FE-1","3h","sub"
"SUB-417","Component/page build — Lazy-loading + route-level code-splitting","Subtask","STY-155","DEV-FE-1","10h","sub"
"SUB-418","State wiring + form validation — Lazy-loading + route-level code-splitting","Subtask","STY-155","DEV-FE-1","4h","sub"
"SUB-419","E2E + a11y pass — Lazy-loading + route-level code-splitting","Subtask","STY-155","DEV-FE-1","3h","sub"
"SUB-420","Component/page build — Accessibility (a11y) pass — M1","Subtask","STY-156","DEV-FE-2","10h","sub"
"SUB-421","State wiring + form validation — Accessibility (a11y) pass — M1","Subtask","STY-156","DEV-FE-2","4h","sub"
"SUB-422","E2E + a11y pass — Accessibility (a11y) pass — M1","Subtask","STY-156","DEV-FE-2","3h","sub"
"SUB-423","Component/page build — Accessibility (a11y) pass — M10","Subtask","STY-157","DEV-FE-2","10h","sub"
"SUB-424","State wiring + form validation — Accessibility (a11y) pass — M10","Subtask","STY-157","DEV-FE-2","4h","sub"
"SUB-425","E2E + a11y pass — Accessibility (a11y) pass — M10","Subtask","STY-157","DEV-FE-2","3h","sub"
"SUB-426","Test plan + cases — Full regression run round 1 + defect report","Subtask","STY-158","QA-1","4h","sub"
"SUB-427","Automation scripts — Full regression run round 1 + defect report","Subtask","STY-158","QA-1","16h","sub"
"SUB-428","Schema/migration — Staging perf baseline + SLO report","Subtask","STY-159","DEV-BE-2","4h","sub"
"SUB-429","Implementation — Staging perf baseline + SLO report","Subtask","STY-159","DEV-BE-2","8h","sub"
"SUB-430","Unit + integration tests — Staging perf baseline + SLO report","Subtask","STY-159","DEV-BE-2","4h","sub"
"SUB-431","Schema/migration — Load testing scenarios + k6 scripts","Subtask","STY-160","DEV-BE-1","4h","sub"
"SUB-432","Implementation — Load testing scenarios + k6 scripts","Subtask","STY-160","DEV-BE-1","10h","sub"
"SUB-433","Unit + integration tests — Load testing scenarios + k6 scripts","Subtask","STY-160","DEV-BE-1","4h","sub"
"SUB-434","Schema/migration — Load-test fixes + scaling policy tuning","Subtask","STY-161","DEV-BE-2","4h","sub"
"SUB-435","Implementation — Load-test fixes + scaling policy tuning","Subtask","STY-161","DEV-BE-2","10h","sub"
"SUB-436","Unit + integration tests — Load-test fixes + scaling policy tuning","Subtask","STY-161","DEV-BE-2","4h","sub"
"SUB-437","Schema/migration — Security scan fixes (OWASP + CVE backlog)","Subtask","STY-162","DEV-BE-1","4h","sub"
"SUB-438","Implementation — Security scan fixes (OWASP + CVE backlog)","Subtask","STY-162","DEV-BE-1","16h","sub"
"SUB-439","Unit + integration tests — Security scan fixes (OWASP + CVE backlog)","Subtask","STY-162","DEV-BE-1","4h","sub"
"SUB-440","Schema/migration — Secrets rotation + vault setup","Subtask","STY-163","DEV-BE-2","4h","sub"
"SUB-441","Implementation — Secrets rotation + vault setup","Subtask","STY-163","DEV-BE-2","10h","sub"
"SUB-442","Unit + integration tests — Secrets rotation + vault setup","Subtask","STY-163","DEV-BE-2","4h","sub"
"SUB-443","Schema/migration — DR backup + restore testing","Subtask","STY-164","DEV-BE-1","4h","sub"
"SUB-444","Implementation — DR backup + restore testing","Subtask","STY-164","DEV-BE-1","10h","sub"
"SUB-445","Unit + integration tests — DR backup + restore testing","Subtask","STY-164","DEV-BE-1","4h","sub"
"SUB-446","Component/page build — XSS/CSRF hardening audit","Subtask","STY-165","DEV-FE-1","10h","sub"
"SUB-447","State wiring + form validation — XSS/CSRF hardening audit","Subtask","STY-165","DEV-FE-1","4h","sub"
"SUB-448","E2E + a11y pass — XSS/CSRF hardening audit","Subtask","STY-165","DEV-FE-1","3h","sub"
"SUB-449","Component/page build — CSP headers + SRI for external scripts","Subtask","STY-166","DEV-FE-2","8h","sub"
"SUB-450","State wiring + form validation — CSP headers + SRI for external scripts","Subtask","STY-166","DEV-FE-2","4h","sub"
"SUB-451","E2E + a11y pass — CSP headers + SRI for external scripts","Subtask","STY-166","DEV-FE-2","3h","sub"
"SUB-452","Schema/migration — DR runbook + full DR drill","Subtask","STY-167","DEV-BE-2","4h","sub"
"SUB-453","Implementation — DR runbook + full DR drill","Subtask","STY-167","DEV-BE-2","10h","sub"
"SUB-454","Unit + integration tests — DR runbook + full DR drill","Subtask","STY-167","DEV-BE-2","4h","sub"
"SUB-455","Test plan + cases — Load-test results + signoff report","Subtask","STY-168","QA-1","4h","sub"
"SUB-456","Automation scripts — Load-test results + signoff report","Subtask","STY-168","QA-1","6h","sub"
"SUB-457","Schema/migration — Pen-test fixes — critical severity","Subtask","STY-169","DEV-BE-1","4h","sub"
"SUB-458","Implementation — Pen-test fixes — critical severity","Subtask","STY-169","DEV-BE-1","16h","sub"
"SUB-459","Unit + integration tests — Pen-test fixes — critical severity","Subtask","STY-169","DEV-BE-1","4h","sub"
"SUB-460","Schema/migration — Pen-test fixes — major severity","Subtask","STY-170","DEV-BE-2","4h","sub"
"SUB-461","Implementation — Pen-test fixes — major severity","Subtask","STY-170","DEV-BE-2","10h","sub"
"SUB-462","Unit + integration tests — Pen-test fixes — major severity","Subtask","STY-170","DEV-BE-2","4h","sub"
"SUB-463","Schema/migration — Pen-test fixes — minor + hardening","Subtask","STY-171","DEV-BE-1","4h","sub"
"SUB-464","Implementation — Pen-test fixes — minor + hardening","Subtask","STY-171","DEV-BE-1","8h","sub"
"SUB-465","Unit + integration tests — Pen-test fixes — minor + hardening","Subtask","STY-171","DEV-BE-1","4h","sub"
"SUB-466","Schema/migration — Data migration script — employees","Subtask","STY-172","DEV-BE-2","4h","sub"
"SUB-467","Implementation — Data migration script — employees","Subtask","STY-172","DEV-BE-2","10h","sub"
"SUB-468","Unit + integration tests — Data migration script — employees","Subtask","STY-172","DEV-BE-2","4h","sub"
"SUB-469","Schema/migration — Data migration script — org structure + positions","Subtask","STY-173","DEV-BE-2","4h","sub"
"SUB-470","Implementation — Data migration script — org structure + positions","Subtask","STY-173","DEV-BE-2","8h","sub"
"SUB-471","Unit + integration tests — Data migration script — org structure + positions","Subtask","STY-173","DEV-BE-2","4h","sub"
"SUB-472","Schema/migration — Data migration script — contracts + documents","Subtask","STY-174","DEV-BE-1","4h","sub"
"SUB-473","Implementation — Data migration script — contracts + documents","Subtask","STY-174","DEV-BE-1","8h","sub"
"SUB-474","Unit + integration tests — Data migration script — contracts + documents","Subtask","STY-174","DEV-BE-1","4h","sub"
"SUB-475","Schema/migration — Data migration dry-run 1 (staging)","Subtask","STY-175","DEV-BE-2","4h","sub"
"SUB-476","Implementation — Data migration dry-run 1 (staging)","Subtask","STY-175","DEV-BE-2","10h","sub"
"SUB-477","Unit + integration tests — Data migration dry-run 1 (staging)","Subtask","STY-175","DEV-BE-2","4h","sub"
"SUB-478","Schema/migration — Data migration dry-run 2 (staging, post-fix)","Subtask","STY-176","DEV-BE-1","4h","sub"
"SUB-479","Implementation — Data migration dry-run 2 (staging, post-fix)","Subtask","STY-176","DEV-BE-1","10h","sub"
"SUB-480","Unit + integration tests — Data migration dry-run 2 (staging, post-fix)","Subtask","STY-176","DEV-BE-1","4h","sub"
"SUB-481","Test plan + cases — Pen-test fix verification","Subtask","STY-177","QA-1","4h","sub"
"SUB-482","Automation scripts — Pen-test fix verification","Subtask","STY-177","QA-1","10h","sub"
"SUB-483","Test plan + cases — Migration dry-run verification + checksums","Subtask","STY-178","QA-1","4h","sub"
"SUB-484","Automation scripts — Migration dry-run verification + checksums","Subtask","STY-178","QA-1","6h","sub"
"SUB-485","Research / draft — UAT scenarios drafted (happy + edge paths)","Subtask","STY-179","PO","4h","sub"
"SUB-486","Review + finalize — UAT scenarios drafted (happy + edge paths)","Subtask","STY-179","PO","2h","sub"
"SUB-487","Research / draft — UAT test data prepared (anonymized + seeded)","Subtask","STY-180","PO","4h","sub"
"SUB-488","Review + finalize — UAT test data prepared (anonymized + seeded)","Subtask","STY-180","PO","2h","sub"
"SUB-489","Research / draft — UAT stakeholder onboarding session","Subtask","STY-181","PO","4h","sub"
"SUB-490","Review + finalize — UAT stakeholder onboarding session","Subtask","STY-181","PO","2h","sub"
"SUB-491","Test plan + cases — UAT test plan (scoring rubric + defect flow)","Subtask","STY-182","QA-1","4h","sub"
"SUB-492","Automation scripts — UAT test plan (scoring rubric + defect flow)","Subtask","STY-182","QA-1","10h","sub"
"SUB-493","Test plan + cases — UAT environment smoke test + seeding","Subtask","STY-183","QA-1","4h","sub"
"SUB-494","Automation scripts — UAT environment smoke test + seeding","Subtask","STY-183","QA-1","6h","sub"
"SUB-495","Schema/migration — Hotfix pipeline + feature-flag framework","Subtask","STY-184","DEV-BE-1","4h","sub"
"SUB-496","Implementation — Hotfix pipeline + feature-flag framework","Subtask","STY-184","DEV-BE-1","10h","sub"
"SUB-497","Unit + integration tests — Hotfix pipeline + feature-flag framework","Subtask","STY-184","DEV-BE-1","4h","sub"
"SUB-498","Component/page build — In-app help + user guide content (embedded)","Subtask","STY-185","DEV-FE-1","8h","sub"
"SUB-499","State wiring + form validation — In-app help + user guide content (embedded)","Subtask","STY-185","DEV-FE-1","4h","sub"
"SUB-500","E2E + a11y pass — In-app help + user guide content (embedded)","Subtask","STY-185","DEV-FE-1","3h","sub"
"SUB-501","Schema/migration — Production environment hardening","Subtask","STY-186","DEV-BE-2","4h","sub"
"SUB-502","Implementation — Production environment hardening","Subtask","STY-186","DEV-BE-2","8h","sub"
"SUB-503","Unit + integration tests — Production environment hardening","Subtask","STY-186","DEV-BE-2","4h","sub"
"SUB-504","Test plan + cases — UAT round 1 — execution + defect intake","Subtask","STY-187","QA-1","4h","sub"
"SUB-505","Automation scripts — UAT round 1 — execution + defect intake","Subtask","STY-187","QA-1","10h","sub"
"SUB-506","Test plan + cases — UAT round 1 — defect triage + assignment","Subtask","STY-188","QA-1","4h","sub"
"SUB-507","Automation scripts — UAT round 1 — defect triage + assignment","Subtask","STY-188","QA-1","10h","sub"
"SUB-508","Schema/migration — UAT round 1 — fixes backlog burndown","Subtask","STY-189","DEV-BE-1","4h","sub"
"SUB-509","Implementation — UAT round 1 — fixes backlog burndown","Subtask","STY-189","DEV-BE-1","16h","sub"
